ica,ingrediente,marca,empresa,,concentracion,formulacion,origen
1256,THIODICARB,THIOSEED 600 FS,SHARDA COLOMBIA S.A,,600 g/L,FS,INDIA
1257,MANCOZEB,MANCOL  600 OF,ARYSTA LIFESCIENCE DE COLOMBIA S.A.S,,600 g/L,OF,INDIA
1258,ISOPROTHIOLANE,STOP NOVAG  400 EC,NOVAG S.A.S,,400 g/L,EC,CHINA
1259,PROPICONAZOLE TRIFLOXYSTROBIN,PIRAMID NOVAG  250 EC,NOVAG S.A.S,,"125 g/L,  125 g/L",EC,CHINA
1260,PYRIMETANIL CLOROTALONIL,SHARPYC 600 SC,SHARDA COLOMBIA S.A.S,,"400 g/L, 200 g/L",SC,INDIA
1261,METSULFURON METHYL,NOVAMET  600 WG,NOVAG S.A.S,,600 g/kg,WG,CHINA
1262,AZOXISTROBIN,MAPOXI 250 SC,MAPLOS COLOMBIA S.A.S,,250 g/L,SC,CHINA
1263,FLUAZINAM,ZIGNAL 500 SC,FMC COLOMBIA S.A.S,,500 g/L,SC,URUGUAY ARGENTINA
1264,CARBENDAZIM CYPROCONAZOLE,SUKOY VECOL 600 SC,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS ""VECOL S.A""",,"500 g/L ,100 g/L",SC,CHINA
1265,FLUXAPIROXAD PYRACLOSTROBIN,ELMUS  SC,BASF QUIMICA COLOMBIANA S.A,,"250 g/L,   250 g/L",SC,"ESTADOS UNIDOS,FRANCI A, ESPAÜA"
1266,QUINCLORAC,QUINCLORAC 250 HXS,CIBOCHEM S.A.S,,250 g/L,EC,CHINA
1267,GLIFOSATO,GLYFOSAN FORTE SL,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO S.A ""AGROSER S.A""",,648 g/L,SL,VENEZUELA
1268,IMAZETAPYR,MASSIMO  106 SL,ANASAC COLOMBIA LTDA,,106 g/L,SL,"CHILE,CHINA"
1269,METRIBUZIN,CONTUNDENT 480 SC,SHARDA COLOMBIA S.A.S,,480 g/L,SC,INDIA
1270,QUINCLORAC,QUEEN 350 SC,SHARDA COLOMBIA S.A.S,,350 g/L,SC,INDIA
1271,CYHALOFOP BUTYL,FLYPER 180 EC,TALANU CHEMICAL LTDA,,180 g/L,EC,CHINA
1272,CIPERMETRINA,CIPERLAQ 2O EC,"IMPORTADORA COLOMBIANA DE PRODUCTOS VETERINARIOS ""IMCOLVET LTDA""",,200 g/L,EC,ECUADOR
1273,INDOXCARB,AVAUNT 150 EC,DUPONT DE COLOMBIA S.A,,150 g/L,EC,ESTADOS UNIDOS
1274,"PICLORAM ,2,4-D",COWBOYé SL,DOW AGROSCIENCES DE COLOMBIA S.A,,"80 g/L, 160 g/L",SL,COLOMBIA
1275,HALOSULFURON METIL,TUTTELA 75 WDG -WG,SODIAK S.A,,750 g/Kg,WDG,CHINA
1276,DIAFENTHIURON + TETRADIFON,IMPERIUS,INTEROC S.A SUCURSAL COLOMBIA,,"312 g/L, 160 g/L",SC,ECUADOR
1277,"FIPRONIL+
LAMBDACYHALOTRI",FIPROLAN 260 SC,SHARDA COLOMBIA S.A,,"250 g/L ,1 100 g/L",SC,INDIA
1278,IMIDACLOPRID FIPRONIL,DUOKILL 500 SC,SHARDA COLOMBIA S.A.S,,"250 g/L , 250 g/L",SC,INDIA
1279,BITERTANOL,BITERTANOL 300 EC- DVA,DVA DE COLOMBIA LTDA,,300 g/L,EC,CHINA
1280,THIAMETOXAM+LAM BDA-CYHALOTRINA,THIATRYN SC,YASER S.A.S,,"106 g/L, 142 g/L",SC,INDIA
1281,CLORFENAPIR,CLORFENAPIR RAINBOW 240 SC,RAINBOW AGROSCIENCES S.A.S,,240 g/L,SC,CHINA
1282,FLUTRIAFOL,FLUTRIAFOL INPRO 250 SC,"INDUSTRIA PRODUCTORA DDE ARROZ S.A ""INPROARROZ S.A""",,250 g/L,SC,CHINA
1283,BIFENTRINA,BIFENTRINA INPRO 100 EC,"INDUSTRIA PRODUCTORA DDE ARROZ S.A ""INPROARROZ S.A""",,100 g/L,EC,CHINA
1284,TEBUCONAZOL CLOROTALONIL,TEKLOR 525 SC,SHARDA COLOMBIA S.A.S,,"125 g/L, 400 g/L",SC,INDIA
1285,OXIFLUORFEN,SUSTENTO  240 EC,POINT DE COLOMBIA S.A.S,,240 g/L,EC,CHINA
1286,FIPRONIL,REFERI 200 SC,TALANU CHEMICAL LTDA,,200 g/L,SC,CHINA
1287,MANDIPROPAMID CHLOROTHALONIL,CARIAL âOPTI,SYNGENTA S.A,,"40 g/L, 400 g/L",SC,COLOMBIA
1288,FLUMETRALIN,PRIME  + 125 EC,SYNGENTA S.A,,125 g/L,EC,BRASIL
1289,NICOSULFURON,HELM NICOFUR 40 SC,HELM ANDINA LTDA,,40 g/L,SC,CHINA PORTUGAL
1290,DIMETHOMORP Y CHLOROTHALONIL,DICLOR 480 WG,SHARDA COLOMBIA S.A.S,,"80 g/Kg , 400 g/kg",WG,INDIA
1291,FIPRONIL,HELPRONIL 80 WG,HELM ANDINA LTDA,,800 g/Kg,WG,GERMANIA
1292,EPOXICONAZOL,EPOK 125 SC,HELM ANDINA LTDA,,125  g/L,SC,CHINA
1293,THIDIAZURON,THIDIAZURON  VASCAL 500 WP,"COMERCIALIZADORA INTERNACIONAL  VASCAL LTDA ""C.I VASCAL LTDA""",,500 g/Kg,WP,CHINA
1294,DIFLUBENZURON,DIFLUFED 25 WP,"FEDERACION  NACIONAL DE ARROCEROS ""FEDEARROZ""",,250 g/L,WP,"INDIA, COLOMBIA"
1295,FLUXAPIROXAD,LONSELOR  SC,BASF QUIMICA COLOMBIANA S.A,,300 g/L,SC,"FRANCIA, ESPAÜA"
1296,CLETHODIM,KIKO 240 EC,FMC COLOMBIA S.A.S,,240 g/L,EC,AUSTRALIA CHINA
1297,BYSPYRIBAC SODIO,VELITES 400 SC,"COMPAÜA DE SUMINISTROS AGRICOLAS Y VETERINARIOS S.A ""SUCROP S.A""",,400 g/L,SC,CHINA
1298,BENOMIL,BENOPOINT  50 WP,POINT DE COLOMBIA S.A.S,,500 g/Kg,WP,CHINA
1299,AZOXYSTROBIN CYPROCONAZOL,HELMFORCE XTRA,HELM ANDINA LTDA,,"200 g/L , 80 g/L",SC,CHINA
1300,CARBENDAZIM,CIVIS 500 SC ,SODIAK S.A,,500 g/L,SC,CHINA
1301,PYRIMETHANIL,COMPEER  SC,ADAMA ANDINA B.V. SUCURSAL COLOMBIA,,600 g/L,SC,COLOMBIA ISRAEL
1302,PROPAMOCARB HIDROCLORURO,PROPAMAC  722 SL,MAC LIFE SCIENCE SAS,,722 g/L,SL,ALEMANIA GRAN BRETAÜA
1303,CLETHODIM,ICASSO 240 EC,ROTAM  AGROCHEMICAL COLOMBIA S.A.S,,240 g/L,EC,CHINA
1304,AZOXYSTROBIN,ANDISTROBIN 250 SC,"ANDINA DE NEGOCIOS
S.A ""ANDINESA S.A""",,250 g/L,SC,CHINA
1305,METHOXYFENOZIDE,INTREPID SC,DOW AGROSCIENCES DE COLOMBIA S.A,,240 g/L,SC,COLOMBIA
1306,PROPICONAZOLE,CASSIS 250 EC,"COMPAÜA DE SUMINISTROS AGRICOLAS Y VETERINARIOS S.A ""SUCROP S.A""",,250 g/L,EC,CHINA
1307,AMETRINA,AMETRINA 500 SC AGRLMS,"COMPAÜA DE SUMINISTROS AGRICOLAS Y VETERINARIOS S.A ""SUCROP S.A""",,500 g/L,SC,CHINA
1308,OXYFLUORFEN,AMBOX,INTEROC  S.A-SUCURSAL COLOMBIA,,240 g/L,EC,"CHINA
,ECUADOR"
1309,BIFENTRINA,BINDER 100 EC,ROTAM AGRO COLOMBIA S.A.S,,100 g/L,EC,CHINA
1310,AZOXYSTROBIN TEBUCONAZOLE,HELMSTAR DUO 360 SC,HELM ANDINA LTDA,,"120 g/L , 240 g/L",SC,ALEMANIA POLONIA
1311,BISPIRIBAC SODIUM,BISPIRIBAC AGROCENTRO 400 SC,AGROCENTRO COLOMBIA S.A.S,,400 g/L,SC,CHINA
1312,MANCOZEB METALAXYL,PORTICUS 72 WP,SUCROP S.A,,"640 g/Kg , 80 g/Kg",WP,CHINA
1313,DIMETOMORF MANCOZEB,DUTREX 69 WP,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO ""AGROSER S.A """,,"90 g/Kg, 600 g/Kg",WP,VENEZUELA
1314,OXYFLUORFEN,GAVILAN 240 EC,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO ""AGROSER S.A """,,240 g/L,EC,VENEZUELA CHINA
1315,PICLORAM FLUROXIPYR,SALVAJE EW,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO ""AGROSER S.A """,,"80 g/L, 80 g/L",EW,VENEZUELA
1316,TEBUCONAZOLE,GRADUS  43%,SEMBRO S.A,,430 g/L,SC,"CHINA,INDIA"
1317,METRIBUZIN,VENDAVAL 70 WG,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO ""AGROSER S.A """,,700 g/Kg,WG,VENEZUELA
1318,CYHALOFOP BUTYL,CYHALOFOP AGROCENTRO 180 EC,AGROCENTRO COLOMBIA S.A.S,,180 g/L,EC,CHINA
1319,NICOSULFURON THIFENSULFURON METHYL,DUBLON GOLD WG,AVGUST COLOMBIA S.A.S.,,"600 g/Kg ,150 g/kg",WG,"RUSIA, CHINA"
1320,ALFACIPERMETRINA,ALFAPOINT  10 EC,POINT DE COLOMBIA S.A.S,,100 g/L,EC,CHINA
1321,AZOXYSTROBIN+CY MOXANIL,TRUE 61 WG,UPL COLOMBIA S.A.S.,,"240 g/kg, 375 g/kg",WG,CHINA
1322,PERMETRINA,AKITO 38 EC,UPL COLOMBIA S.A.S.,,384 g/kg,EC,INDIA
1323,PIRIMETANIL,BULLFORCE 40 EC,UPL COLOMBIA S.A.S.,,400 g/L,EC,CHINA
1324,IMIDACLOPRID LAMBDACIHALOTRIN A,PERSEO 300 SC,HELM ANDINA LTDA,,"200 g/L, 100 g/L",SC,CHINA
1325,IMIDACLOPRID,IMIDAMAC 70 WG,MAC LIFE SCIENCE S.A.S,,700 g/Kg,WG,ALEMANIA
1326,"MANCOZEB
CYMOXANIL",HOPLITA 72 WP,"COMPAÜA DE SUMINISTROS AGRICOLAS Y VETERINARIOS S.A ""SUCROP S.A""",,"640 g/Kg,  80 g/Kg",WP,CHINA
1327,LUFENURON,LUFENURON INPRO 50 EC,INDUSTRIA PRODUCTORA DE ARROZ INPROARROZ S.A,,50 g/L,EC,CHINA
1328,THIDIAZURON,THIDIAZURON  50 WP,DVA DE COLOMBIA LTDA,,526.4 g/Kg,WP,CHINA
1329,CLORIMURON ETIL,HELMSSIC ,HELM ANDINA LTDA,,250 g/Kg,WG,CHINA
1330,TEFLUBENZURON,TEFLUMEZ 250 SC- MEZFER,MEZFER DE COLOMBIA LTDA,,250 g/L,SC,CHINA
1331,POLYOXIN B,RUTEL 10% WP,INTEROC S.A SUCURSAL COLOMBIA,,101 g/Kg,WP,CHINA
1332,DIMETOMORF,MAUZER 50 WP,AGROCENTRO COLOMBIA S.A.S,,500 g/Kg,WP,CHINA
1333,MANCOZEB,CERTEZA 80 WP,POINT DE COLOMBIA S.A.S,,800 g/Kg,WP,CHINA
1334,CARBENDAZIM,DECISIVO 500 SC,POINT DE COLOMBIA S.A.S,,500 g/L,SC,CHINA
1335,PYRIDALYL,PLEO  50 EC,SUMITOMO CORPORATION COLOMBIA S.A.S,,500 g/L,EC,JAPON
1336,ABAMECTINA,ABAMECTINA RAINBOW1.8 EC,RAINBOW AGROSCIENCES S.A.S.,,18 g/L,EC,CHINA
1337,METHOMYL,METOMIL VASCAL 216 SL,"COMERCIALIZADORA INTERNACIONAL  VASCAL LTDA ""CI VASCAL LTDA""",,216 g/L,SL,CHINA
1338,CLOMAZONE,CLOMAZONE RAINBOW 480 EC,RAINBOW AGROSCIENCES S.A.S.,,480 g/L,EC,CHINA
1339,OXADIAZON,OXADIAZON RAINBOW 250 EC,RAINBOW AGROSCIENCES S.A.S.,,250 g/L,EC,CHINA
1340,IMIDACLOPRID,IMIDACLOPRID RAINBOW 350 SC,RAINBOW AGROSCIENCES S.A.S.,,350 g/L,SC,CHINA
1341,MANCOZEB METALAXIL,NIFUN  720 WP,LABORATORIOS CHALVER DE COLOMBIA S.A,,640 g/Kg,WP,COLOMBIA
1342,DIFECONAZOLE+ PROPICONAZOLE,DIFECONAZOLE+ PROPICONAZOLE RAINBOW 500 EC,RAINBOW AGROSCIENCES  S.A.S,,250 g/L,EC,CHINA
1343,PROPICONAZOLE,PROPICONAZOL RAINBOW 250 EC,RAINBOW AGROSCIENCES S.A.S,,250 g/L,EC,CHINA
1344,BISPIRIBAC SODIUM,CERO 100 SC,AGRO-LEAD COLOMBIA S.A.S,,108.9 g/L,SC,CHINA
1345,ISOPROTHIOLAN,"PROTON INTEROC
CUSTER","INTEROC S.A. SUCURSAL
COLOMBIA",,400 g/L,EC,"CHINA,
ECUADOR"
1346,EPOXICONAZOLE+ CARBENDAZIM,"EPOXICONAZOLE+CARB
ENDAZIM RAINBOW 250",RAINBOW AGROSCIENCES S.A.S,,"125 g/L ,125 g/L",SC,CHINA
1347,DIFENOCONAZOLE,DINOMAC  250 EC,MAC LIFE SCIENCE S.A.S,,250 g/L,EC,"ALEMANIA, GRAN BRETAÜA"
1348,DIFLUBENZURON,SIRTAK SC,AVGUST COLOMBIA S.A.S.,,240 g/L,SC,RUSIA CHINA
1349,METALAXYL CLOROTALONIL,DILIGENTCT 81 WP,ROTAM  AGROCHEMICAL COLOMBIA S.A.S,,"90 g/Kg,  720 g/kg",WP,CHINA
1350,PIRIMETANIL,HEROE 100 ME,QUIMICOS OMA S.A,,100 g/L,ME,"COLOMBIA, CHINA"
1351,TEBUCONAZOL,TEBUCONAZOL RAINBOW 250 EC,RAINBOW  AGROSCIENCE S.A.S,,250 g/L,EC,CHINA
1352,FLUTRIAFOL,SAGUM  25% SC,SEMBRO S.A,,250 g/L,SC,CHINA
1353,PROPAMOCARB HIDROCLORURO,PROPAMBA N-SL,"AGROQUIMICOS SEMILLAS Y EQUIPOS DE RIEGO S.A ""AGROSER S.A""",,700 g/L,SL,VENEZUELA
1354,DIAFENTIURON,DAFO 250 SC,SHARDA COLOMBIA S.A,,250 g/L,SC,INDIA
1355,FIPRONIL,PRO 80 WG,SHARDA COLOMBIA S.A,,800 g/Kg,WG,INDIA
1356,CIPERMETRINA,APACHE 20 EC,POINT DE COLOMBIA S.A.S,,200 g/L,EC,CHINA
1357,EPOXICONAZOLE KRESOXIM METIL,EPOXICONAZOLE+KRES OXIM METIL RAINBOW 250 SC,RAINBOW  AGROSCIENCE S.A.S,,"125 g/L ,125 g/L",SC,CHINA
1358,FLUTRIAFOL,FLUTRIAFOL 250 SC DVA,DVA DE COLOMBIA LTDA,,250 g/L,SC,CHINA
1359,CLETODIM,DIESTRO 120 EC,INVESA S.A,,120 g/L,EC,COLOMBIA
1360,FLUROXIPYR METYL,LINDERO 200 EC,INVESA S.A,,200 g/L,EC,COLOMBIA
1361,LAMBDACIALOTRINA IMIDACLOPRID,NEROS SURCOS SC,RED SURCOS COLOMBIA LTDA,,"100 g/L,200 g/L",SC,ARGENTINA
1362,BENZOATO DE EMAMECTINA,BENZOMECTINA VECOL 5% SG,"COLOMBIANA DE PRODUCTOS VETERINARIOS S.A ""VECOL S.A""",,50 g/Kg,SG,CHINA
1363,METCONAZOLE PYRACLOSTROBIN,OSIRIS MT EC,BASF QUIMICA COLOMBIANA S.A,,"80 g/L,130 g/L",EC,"BRASIL,USA
,ESPAÜA"
1364,PICLORAM,PICLORAM 240 DISAGROL SL,DISTRIBUCIONES AGROLORICA LTDA,,240 g/L,SL,CHINA
1365,BUPIRIMATE TEBUCONAZOLE,NIMROD DUO,ADAMA ANDINA B.V. SUCURSAL COLOMBIA,,"116  g/L, 47 g/L",EC,ISRAEL COLOMBIA
1366,PYRAZOSULFURON ETHYL,SIRIUS  70 WG,MITSUBISHI COLOMBIA LTDA,,"700 g/Kg ,",WG,JAPON
1367,THIAMETOXAM,CERTUS 70% WS,SEMBRO S.A,,700 g/Kg,WP,"CHINA,INDIA"
1368,DELTAMETRINA,GRANOFED 25 EC,"FEDERACION  NACIONAL DE ARROCEROS ""FEDEARROZ""",,25 g/L,EC,"COLOMBIA
,INDIA"
1369,DIMETOMORF MANCOZEB,DIAMANT 69 WP,SHARDA COLOMBIA S.A,,"90 g/Kg , 600 g/Kg",WP,INDIA
1370,TEBUCONAZOLE CARBENDAZIM,SYMBIOSIS 375 SC,ANASAC COLOMBIA LTDA,,"250 g/L , 125 g/L",SC,"CHILE,CHINA"
1371,TRYCICLAZOLE,TRYCICLAZOLE 75 WP- DVA,DVA DE COLOMBIA LTDA,,750 g/Kg,WP,CHINA
1372,CARBENDAZIM FLUTRIAFOL,BRICOL 500 SC - DVA,DVA DE COLOMBIA LTDA,,"300  g/L,  200 g/L",SC,CHINA
1373,EPOXICONAZOLE,RUBRIC  125 SC,FMC COLOMBIA S.A.S,,125 g/L,SC,URUGUAY ALEMANIA CHINA
1374,CYFLUTHRIN,RUTTO ,ASIA AGRO COLOMBIA S.A.S,,50 g/L,EC,CHINA
1375,PIRIMIPHOS-METHYL,PIRLAX ,"ASIA AGRO COLOMBIA
S.A.S",,500 g/L,EC,CHINA
1376,MANCOZEB + METALAXYL,"MANCOZEB +
METALAXYL RAINBOW ",RAINBOW AGROSCIENCES S.A.S,,"640 g/Kg ,  80 g/Kg",WP,CHINA
1377,"2,4-D",AMINA RAINBOW 480 SL,RAINBOW AGROSCIENCES S.A.S,,480 g/L,SL,CHINA
1378,"2,4-D",GOLAZO AMINA 720 SL,POINT DE COLOMBIA S.A.S,,720 g/L,SL,CHINA
1379,MANCOZEB,MANCOZEB INPRO 800 WP,"INDUSTRIA PRODUCTORA DE ARROZ
S.A ""INPROARROZ""",,800 g/Kg,WP,CHINA
1380,"2,4 D AMINA+ PICLORAM","2,4 D AMINA+ PICLORAM AGRIMOR 304 SL",JEBSEN & JESSEN COLOMBIA S.A.S,,"240 g/L, 64 g/L",SL,CHINA
1381,DIFLUFENICAN,TUKEN 500 WG,"ROTAM AGRO COLOMBIA
S.A.S",,500 g/Kg,WG,CHINA
1382,PROPINEB CYMOXANIL,"PROPINEB +
CYMOXANYL",RAINBOW AGROSCIENCES S.A.S,,"700 g/Kg , 60 g/Kg",WP,CHINA
1383,MYCLOBUTANIL,RALLYé EC,DOW AGROSCIENCES DE COLOMBIA S.A,,240 g/L,EC,ITALIA
1384,TIAMETOXAM LAMBDACIHALOTRIN A,TIAMETOXAM+LAMBDAC IHALOTRINA  RAINBOW  247 SC,RAINBOW AGROSCIENCES S.A.S,,"141 g/L, 106 g/L",SC,CHINA
1385,THIAMETHOXAM LAMBDCIHALOTRINA,TARGET  247 SC,TECNOQUIMICAS S.A,,"141 g/L ,106 g/L",SC,"CHINA
,COLOMBIA"
1386,MANCOZEB CIMOXANIL,CHOCA 72 WP,UPL COLOMBIA S.A.S.,,"640 g/Kg ,  80 g/Kg",WP,INDIA
1387,ATRAZINA,ATRAZINA RAINBOW 80 WP,RAINBOW AGROSCIENCES S.A.S,,800 g/kg,WP,CHINA
1388,CLETODIM,CLETODIM RAINBOW 240 EC,RAINBOW AGROSCIENCES S.A.S,,240 g/L,EC,CHINA
1389,PENDIMETALINA,PENDIMETALINA RAINBOW 330 EC,RAINBOW AGROSCIENCES S.A.S,,330 g/L,EC,CHINA
1390,DIFECONAZOLE RAINBOW 250 EC,DIFECONAZOLE RAINBOW 250 EC,RAINBOW AGROSCIENCES S.A.S,,250 g/L,EC,CHINA
1391,BENTAZON,BENTAZONE 480 SL-DVA,DVA DE COLOMBIA LTDA,,480 g/L,SL,CHINA
1392,FIPRONIL,BALLISTA 200 SC,SUCROP S.A,,200 g/L,SC,CHINA
1393,METHOMYL,HELM SETRAL 216 SL,HELM ANDINA LTDA,,216 g/L,SL,ALEMANIA POLONIA
1394,FIPRONIL,FIPRONIL  AGROCENTRO 200 SC,AGROCENTRO COLOMBIA S.A.S,,200 g/L,SC,CHINA
1395,DIFENOCONAZOL KRESOXIM-METHYL,PATRULLA 70 ME,QUIMICOS OMA S.A,,"40 g/L,30 g/L",ME,"COLOMBIA
,CHINA"
1396,FIPRONIL,MAPLONIL 200 SC,AGRO LEAD COLOMBIA S.A.S,,200 g/L,SC,HONG KONG CHINA
1397,PYRIMETHANIL,BUCK ,ARYSTA LIFESCIENCE COLOMBIA S.A.S,,400 g/L,SC,CHINA
1398,BIFENTRINA,PABLANCO 100 EC,UPL COLOMBIA S.A.S,,100 g/L,EC,INDIA
1399,CYHALOFOP BUTYL,PERAGUS VECOL 180 EC,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS ""VECOL S.A""",,180 g/L,EC,CHINA
1400,SULFOXAFLOR,CLOSERé 240 SC,DOW AGROSCIENCES DE COLOMBIA S.A,,240 g/L,SC,ESTADOS UNIDOS
1401,GLIFOSATO,GLIFOSATO 480 SL AGRIMOR,JEBSEN & JESSEN COLOMBIA S.A.S,,355.6 g/L,SL,CHINA
1402,ATRAZINA,ATRAZINA RAINBOW 90 WG,RAINBOW AGROSCIENCES S.A.S,,900 g/Kg,WG,CHINA
1403,MANCOZEB,MANCOZEB 80 WP AGRIMOR,JEBSEN & JESSEN COLOMBIA S.A.S,,800 g/Kg,WP,CHINA
1404,GLUFOSINATO DE AMONIO,ANTORCH,INTEROC S.A SUCURSAL COLOMBIA,,200 g/L,SL,CHINA
1405,MANCOZEB CYMOXANIL,MANCOXYL ANDINESA 720 WP,ISAGRO COLOMBIA S.A.S,,"640 g/Kg , 80g/Kg",WP,"BULGARIA,CHIN A,INDIA"
1406,CYPROCONAZOLE,CYPROCONAZOLE 100 SL DVA,DVA DE COLOMBIA LTDA,,100 g/L,SL,INDIA
1407,DIFECONAZOLE,CURYGEN EC,AVGUST COLOMBIA S.A.S.,,250 g/L,EC,"RUSIA ,CHINA"
1408,THIAMETHOXAM,HELMTOXAN 25 WG,HELM ANDINA LTDA,,250 g/kg,WG,INDIA
1409,METRIBUZINA,BUSINYER 48 SC,UPL COLOMBIA S.A.S.,,480 g/L,SC,"INDIA,CHINA"
1410,PICOXYSTROBIN,ACAPELA 25,DUPONT DE COLOMBIA S.A,,250 g/L,SC,BRASIL
1411,"2,4-D","2,4-DMA RAINBOW  80 SG",RAINBOW AGROSCIENCES S.A.S,,800 g Kg,SG,CHINA
1412,BOSCALID,BOSCALID RAINBOW  50 WG,RAINBOW AGROSCIENCES S.A.S,,500 g/Kg,WG,CHINA
1413,IMIDACLOPRID FIPRONIL,FIPROMIDA 300 FS DVA,DVA DE COLOMBIA LTDA,,"200 g/L
, 100 g/L",FS,CHINA
1414,CARBENDAZIM FLUTRIAFOL,PELEO 70 WG,UPL COLOMBIA S.A.S,,"200 g/Kg, 500 g/kg",WG,CHINA
1415,SPINOSAD,SPINTOR   120 SC,DOW AGROSCIENCES DE COLOMBIA S.A,,120 g/L,SC,ESTADOS UNIDOS
1416,PROCHLORAZ,FLUSH  ,ARYSTA LIFESCIENCE COLOMBIA S.A,,450 g/L,EC,CHINA
1417,CYHALOFOP BUTIL,ASPIS 180 EC,SUCROP S.A,,180 g/L,EC,CHINA
1418,TEBUCONAZOLE CARBENDAZIM,TAIFUNG 250 SC,ROTAM AGROCOLOMBIA S.A.S,,"125 g/L,125 g/L",SC,CHINA
1419,GLUFOSINATO DE AMONIO,RANGO 150 SL,PHYTOCARE S.A.S,,150 g/L,SL,CHINA
1420,BUPIRIMATE,TRAXOR 400 EC,PHYTOCARE S.A.S,,444 g/L,EC,CHINA
1421,KRESOXIM METHYL,KRESSOX 500 SC,PHYTOCARE S.A.S,,500 g/L,SC,CHINA
1422,AZOXYSTROBIN TEBUCONAZOLE,OPTIX 28 SC,UPL DE COLOMBIA S.A.S,,"120 g/Kg,  160 g/Kg",SC,CHINA
1423,PROCHLORAZ,CURETES 45 EW,UPL COLOMBIA S.A.S,,450 g/L,EW,CHINA
1424,METOMYL,METOMYL MEZFER 40 SP,MEZFER DE COLOMBIA LTDA,,400 g/Kg,SP,CHINA
1425,FENPROPIMORPH,BULLET,INTEROC S.A SUCURSAL COLOMBIA,,880 g/L,LIQUIDO MISCIBLE EN ACEITE OL,ECUADOR CHINA
1426,PROPAMOCARB CYMOXANIL,PASSAT  450 SC,HANSEANDINA LTDA,,"400 g/L, 50 g/L",SC,LIECHTENSTEIN BULGARIA
1427,TRINEXAPAC ETHYL,BONUS 250 EC,SYNGENTA S.A,,250 g/L,EC,"SUIZA, ALEMANIA"
1428,ATRAZINA,ATRAZINE HXS 90 WG,HANSEANDINA LTDA,,900 gKg,WG,CHINA
1430,SPINOSAD,BLACKHAWK* WG,DOW AGROSCIENCES DE COLOMBIA S.A,,360 g/Kg,WG,EE.UU
1431,CARBENDAZIM,CARBENDAZIM RAINBOW 500 SC,RAINBOW AGROSCIENCES S.A.S,,500 g/L,SC,CHINA
1432,IMIDACLOPRID TRICYCLAZOLE,TRICYMIDA 370 FS-DVA,DVA DE COLOMBIA LTDA,,"120 g/L, 250 g/L",FS,CHINA
1433,HALOXYFOP R METHYL,KRAZZ,INTEROC S.A SUCURSAL COLOMBIA,,240 g/L,EC,CHINA
1434,LUFENURON,LUFENURON 50 EC-DVA,DVA DE COLOMBIA LTDA,,50 g/L,EC,CHINA
1435,QUINCLORAC,ROCCO 250 SC,AGRO-LEAD COLOMBIA S.A.S,,250 g/L,SC,CHINA
1436,AMETRINA,AMETHRYN 500 HXS,HANSEANDINA LTDA,,500 g/L,SC,CHINA
1437,CLORIMURON ETIL,CLORIMURON RAINBOW  25 WG,RAINBOW AGROSCIENCES S.A.S,,250 g/Kg,WG,CHINA
1438,CLOMAZONE,PINCEL 500 EC,UPL COLOMBIA S.A.S,,500 g/L,EC,INDIA
1439,ABAMECTINA FENAZAQUIN,CATOMBE FORTE 5.5%EC,QUIMICOS OMA S.A,,"35 g/L ,  20g/L",EC,COLOMBIA
1440,TEBUCONAZOLE AZOXYSTROBIN,TAMIZ ,NUFARM COLOMBIA S.A,,"160g/L,120g/L",SE,"NUEVA ZELANDA, BRASIL, COLOMBIA"
1441,MILBEMECTIN,MILBEKNCK 1 EC,SUMMIT AGRO COLOMBIA S.A.S,,10 g/L,EC,JAPON
1442,"TIAMETOXAM LAMBDACIHALOTRIN",REQUIEM SC,INVESA S.A,,"140 g/L , 106 g/L",SC,COLOMBIA
1443,TEBUCONAZOL TRIADIMENNOL,TEBUNOL INPRO300 EC,"INDUSTRIA PRODUCTORA DE ARROZ
S.A ""INPROARROZ S.A""",,"225 g/L, 75 g/L",EC,CHINA
1444,FENBUCONAZOL,KRUGAé SC,DOW AGROSCIENCES DE COLOMBIA S.A,,240 g/L,SC,ESTADOS UNIDOS
1445,METSULFURON- METHYL,PARTNER 50 WP,INVESA S.A,,500 g/Kg,WP,CHINA
1446,AZOXYSTROBIN,MONACO,HANSEANDINA S.A.S.,,250 g/L,SC,CHINA
1447,AZOXYSTROBIN DIFECONAZOLE,AZOXIDIFENO 335 SC- DVA,DVA DE COLOMBIA LTDA,,"200 g/L, 125 g/L",SC,CHINA
1448,FRIPRONIL,RIFLE 200 SC,NUFARM COLOMBIA S.A,,200 g/L,SC,"CHINA,INDIA"
1449,BENALAXIL-M CLOROTALONIL,SIDECAR STAR WG,ISAGRO COLOMBIA S.A.S,,"52.6 g/Kg (50)  507.6
G/Kg (500)",WG,"ITALIA,BRASIL"
1450,FIPRONIL,ASTUTO 200 SC,INVESA S.A,,200 g/L,SC,COLOMBIA
1451,CLOROTALONIL,DUSTIN 720 SC,MAPLOS COLOMBIA S.A.S,,720 g/L,SC,CHINA
